Sample,Sample detail,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Category,Sub-category,Question detail,canonical_question,match_pattern,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
,,,,,,,total,Total,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,37.1,21.9,17.2,4.0,1.5,4.2,0.5,12.4,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Conservative,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Labour,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Lib Dem,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,SNP,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Plaid Cymru,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,UKIP,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Green,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Change UK,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
,,,,,,,current_vote,Brexit Party,Q:VI_Recode. VI_Recode,UNMATCHED,,Conservative,Labour,Liberal Democrat,Scottish National Party (SNP),UK Independence Party (UKIP),Green,Change UK - The Independent Group,The Brexit Party,,,,,,,,,,,,,VI-19-09-2019-Tables.xlsx,VI_Recode
