Sample,Sample detail,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Category,Sub-category,Question detail,canonical_question,match_pattern,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
,,,,,,,total,Total,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,31.9,40.7,9.2,5.3,4.6,7.9,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,Conservative,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,Labour,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,Liberal Democrat,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,SNP,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,Plaid Cymru,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,Green,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,current_vote,Some other party,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,,,,,,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,historic_vote,Remain,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,16.1,53.7,13.6,7.3,7.0,1.7,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,historic_vote,Leave,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,52.7,23.1,4.2,1.9,2.2,15.9,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Conservative Remainers,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,78.1,16.8,2.6,0.9,,1.6,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Conservative Leavers,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,73.9,7.9,3.1,0.6,0.3,14.3,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Labour Remainers,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,2.3,84.5,3.6,6.9,0.7,1.5,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Labour Leavers,Q:VIHeadline. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,SNP,Some other party,,,,,,90.9,1.0,4.5,,3.6,,,,,VI-11-12-21-Observer.xlsx,VIHeadline
