Sample,Sample detail,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Category,Sub-category,Question detail,canonical_question,match_pattern,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
,,,,,,,total,Total,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,38.9,39.9,5.8,1.9,4.3,5.2,0.7,3.3,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,Conservative,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,Labour,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,Liberal Democrat,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,SNP,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,Plaid Cymru,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,UKIP,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,Green,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,The Brexit Party,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,current_vote,Some other party,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,Remain,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,18.2,55.6,10.6,0.4,5.9,7.9,0.9,0.4,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,Leave,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,63.6,20.9,1.5,3.1,2.0,2.9,0.4,5.6,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Conservative Remainers,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,87.6,11.0,1.4,,,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Conservative Leavers,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,85.5,4.8,0.5,3.4,0.4,1.0,0.3,4.0,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Labour Remainers,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,88.2,3.9,0.3,5.9,0.6,0.9,0.2,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Labour Leavers,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,84.3,1.0,,7.3,,,7.4,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Lib Dem Remainers,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,9.2,44.0,42.5,,3.3,,,0.9,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,gender,Male,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,39.9,39.8,6.3,1.6,3.9,4.0,0.8,3.8,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,gender,Female,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,38.0,40.0,5.3,2.1,4.7,6.3,0.7,2.8,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,age,18-34,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,17.7,59.0,8.1,0.6,4.3,3.7,1.0,5.6,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,age,35-44,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,34.3,40.1,5.9,2.1,6.9,7.8,0.6,2.2,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,age,45-54,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,34.3,41.7,5.3,2.6,6.6,6.7,1.4,1.4,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,age,55-64,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,44.5,34.6,5.3,2.9,3.7,4.5,0.5,4.0,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,age,65+,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,54.4,29.2,4.8,1.5,2.2,4.7,0.2,3.0,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,region,North,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,35.3,49.7,5.1,0.8,4.5,,,4.5,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,region,Midlands,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,40.1,46.0,4.8,1.4,4.1,,,3.6,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,region,London,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,28.8,54.2,7.8,2.7,6.5,,,,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
,,,,,,,region,South,Q:VIHeadline. Headling voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,44.3,34.9,8.0,3.2,4.8,,,4.9,,,VI-06-01-2021-Observer-Final-1.xlsx,VIHeadline
