Headline sample,Fieldwork dates,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Subsample dimension,Subsample,Question detail,canonical_question,match_pattern,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
"2,050 UK adults",18-20 March 2026,,,,1848,,total,Total,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,14.3,17.1,10.1,12.1,22.1,3.9,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,current_vote,Con,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,,,,,,,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,current_vote,Lab,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,,,,,,,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,current_vote,Lib Dem,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,,,100.0,,,,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,current_vote,Reform,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,,,,,100.0,,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,current_vote,Green,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,,,,,,,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,historic_vote,Conservative,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,56.7,1.1,2.5,3.4,23.8,2.4,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,historic_vote,Labour ,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,3.4,49.4,8.1,12.2,10.2,3.1,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,historic_vote,Lib Dems,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,1.6,3.1,65.9,6.8,6.2,0.8,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,historic_vote,Reform UK ,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,1.3,0.6,1.5,0.9,82.4,6.6,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
"2,050 UK adults",18-20 March 2026,,,,1848,,historic_vote,Green ,"Q:V003. If there were a general election tomorrow, for which party would you vote?",Voting intention (Westminster),general election tomorrow,Conservative,Labour,Liberal Democrat,Green,Reform UK,Some other party / an independent candidate,,,,,3.3,5.3,1.6,70.2,7.5,1.0,,,,,VI-2026-03-18-Opinimu-Observer-Web-Tables-1210 (1).xlsx,V003
