Sample,Sample detail,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Category,Sub-category,Question detail,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
,,,,,,,total,Total,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,42.6,36.4,7.0,1.1,4.0,5.6,1.1,1.8,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,Conservative,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,Labour,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,Liberal Democrat,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,SNP,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,Plaid Cymru,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,UKIP,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,Green,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,The Brexit Party,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,current_vote,Some other party,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,,,,,,,,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,Remain,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,19.8,52.8,11.2,,5.3,7.8,2.0,1.2,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,Leave,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,71.0,16.3,1.6,2.2,2.4,2.8,0.2,2.7,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Conservative Remainers,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,91.0,4.7,1.5,,0.5,1.6,,0.8,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Conservative Leavers,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,87.4,4.1,1.2,2.1,0.8,0.5,0.2,2.7,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Labour Remainers,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,1.2,85.7,3.0,,6.8,0.2,1.9,1.2,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Labour Leavers,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,5.3,80.2,4.3,,9.8,,0.3,,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,historic_vote,2019 Lib Dem Remainers,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,8.6,39.1,48.9,,2.5,,,0.8,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,gender,Male,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,44.3,35.0,7.7,1.4,2.7,4.3,1.2,2.7,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,gender,Female,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,40.7,38.0,6.3,0.7,5.4,6.9,1.1,1.0,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,age,18-34,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,25.9,53.1,6.5,0.2,6.4,5.9,1.5,0.5,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,age,35-44,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,32.0,40.8,9.8,,3.4,9.3,,3.7,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,age,45-54,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,42.5,39.0,4.0,1.7,4.9,5.1,1.4,1.1,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,age,55-64,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,43.4,35.8,6.5,1.4,3.6,6.0,1.7,1.0,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,age,65+,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,58.1,22.1,8.1,1.5,2.4,3.8,0.9,2.8,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,region,North,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,40.8,46.7,6.6,2.4,2.7,,,0.9,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,region,Midlands,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,57.1,36.8,2.7,0.1,1.5,,,1.8,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,region,London,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,24.4,47.8,18.1,1.4,5.8,,,2.5,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,region,South,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,48.6,33.1,7.3,1.0,6.0,,,2.7,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
,,,,,,,region,Wales,Q:VIHeadline. Headling voting intention,Conservative,Labour,Liberal Democrat,UKIP,Green,SNP,Plaid Cymru,Some other party,,,35.0,29.7,4.2,,8.4,,19.9,2.7,,,VI-24-02-2021-Observer-Data-Tables-FINAL.xlsx,VIHeadline
