Headline sample,Fieldwork dates,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Subsample dimension,Subsample,Question detail,canonical_question,match_pattern,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
GB Adults,August 1st - August 3rd 2026,,,,,,total,All,,UNMATCHED,,"If there were a general election tomorrow, which party would you vote for?","Which of the following, if any, do you think are the most important issues currently facing the country? Please select up to three [Multiple Choice]",Healthcare,Immigration,Crime,The economy,Tax,Pensions,Education,Childcare and family life,8.8,2.2,15.9,14.9,17.3,16.9,17.2,18.1,16.9,18.2,Voting_Intention_2026.8.3.xlsx,Crosstabs
GB Adults,August 1st - August 3rd 2026,,,,,,ethnicity,BAME,,UNMATCHED,,"If there were a general election tomorrow, which party would you vote for?","Which of the following, if any, do you think are the most important issues currently facing the country? Please select up to three [Multiple Choice]",Healthcare,Immigration,Crime,The economy,Tax,Pensions,Education,Childcare and family life,9.4,3.6,16.6,16.5,17.2,16.9,17.3,17.6,14.2,15.8,Voting_Intention_2026.8.3.xlsx,Crosstabs
GB Adults,August 1st - August 3rd 2026,,,,,,region,Scottish National Party (SNP),,UNMATCHED,,"If there were a general election tomorrow, which party would you vote for?","Which of the following, if any, do you think are the most important issues currently facing the country? Please select up to three [Multiple Choice]",Healthcare,Immigration,Crime,The economy,Tax,Pensions,Education,Childcare and family life,9.3,,21.0,19.5,19.4,24.3,14.3,21.0,18.0,28.7,Voting_Intention_2026.8.3.xlsx,Crosstabs
