Headline sample,Fieldwork dates,Fieldwork end date,Full fieldwork dates,Parliament,Sample size,Pollster,Subsample dimension,Subsample,Question detail,canonical_question,match_pattern,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,source_file,sheet
,,,,,,,total,Total,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,47.0,29.8,8.8,4.0,3.4,1.4,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,Conservative,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,Labour,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,Liberal Democrat,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,SNP,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,Plaid Cymru,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,Green,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,The Brexit Party,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,current_vote,Other,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Remain,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,19.9,47.8,17.8,5.9,,0.5,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Leave,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,72.6,11.3,1.8,1.7,6.6,2.4,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,gender,Male,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,50.0,26.8,9.7,3.6,3.9,1.3,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,gender,Female,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,44.2,32.7,8.1,4.5,3.0,1.5,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,age,18-34,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,26.5,48.4,8.4,5.6,2.7,2.3,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,age,35-44,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,39.3,39.2,4.7,1.6,4.6,1.2,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,age,45-54,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,39.2,32.9,10.0,7.8,1.9,1.5,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,age,55-64,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,57.6,19.1,12.8,2.3,3.1,1.5,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,age,65+,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,62.2,18.1,8.2,2.7,4.5,0.8,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,North,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,44.4,41.5,4.8,4.7,2.9,1.7,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,Midlands,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,48.4,34.9,3.3,5.3,6.7,1.5,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,London,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,40.6,37.8,15.5,1.2,3.1,1.7,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,South,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,54.0,24.6,12.3,3.6,4.2,1.3,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,Wales,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,40.1,22.1,15.8,8.8,,1.1,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,Scotland,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,39.4,8.9,2.9,3.0,,0.7,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,region,Northern Ireland,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Conservatives,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,92.5,0.3,0.9,,5.2,0.9,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Labour,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,3.9,86.6,4.0,4.4,0.5,0.2,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Liberal Democrats,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,6.9,15.8,71.9,4.2,1.3,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Scottish National Party,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,0.4,,4.4,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Plaid Cymru,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,UKIP,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,12.2,87.8,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Green,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,2.1,,2.7,95.2,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Some other party,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,39.0,5.0,,5.1,39.6,11.3,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
,,,,,,,historic_vote,Not sure / can’t remember,Q:HeadlneVI. Headline voting intention,Voting intention (Westminster),voting intention,Conservative,Labour,Liberal Democrat,Green,The Brexit Party,Other,,,,,,,,,,,,,,,VI-15-01-2010-Observer.xlsx,HeadlneVI
